"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:17","<*> close, <*> sent, <*> received, lifetime <*>:17","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:17","<*> close, <*> sent, <*> received, lifetime <*>:17","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:19","<*> close, <*> sent, <*> received, lifetime <*>:19","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:17","<*> close, <*> sent, <*> received, lifetime <*>:17","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:05","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
183.62.156.108:22 open through proxy socks.cse.cuhk.edu.hk:5070 SOCKS5,<*> open through proxy <*> SOCKS5 <*> SOCKS5,<*> open through proxy <*> SOCKS5
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
182.254.114.110:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*>:5070 HTTPS,<*> open through proxy <*> HTTPS
"tcpconn6.tencent.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> sent, <*> received, lifetime <1sec>","<*> close, <*> sent, <*> received, lifetime <*>"
"91.190.218.40:443 close, 497 bytes sent, 302 bytes received, lifetime 00:12","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"91.190.218.125:80 close, 5 bytes sent, 0 bytes received, lifetime 00:05","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"91.190.216.125:443 close, 5 bytes sent, 0 bytes received, lifetime 00:04","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"24.135.95.248:443 close, 131 bytes sent, 153 bytes received, lifetime 00:12","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"91.190.216.212:443 close, 5 bytes sent, 5 bytes received, lifetime 00:04","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:13","<*> close, <*> sent, <*> received, lifetime <*>:13","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:14","<*> close, <*> sent, <*> received, lifetime <*>:14","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02","<*> close, <*> sent, <*> received, lifetime <*>:<*>","<*> close, <*> sent, <*> received, lifetime <*>"
